Datetime(UTC)	Event	Bracket	Round	Player1	Player2	Player1Score	Player2Score	Player1Chars	Player2Chars
2025-09-13 11:14:00 UTC	UFA 2025	Pools	Losers Quarter-Final	2441054	704675	2	0	N/A	N/A
2025-09-13 11:12:51 UTC	UFA 2025	Pools	Losers Round 5	515017	433734	2	1	N/A	N/A
2025-09-13 11:11:37 UTC	UFA 2025	Pools	Losers Round 5	390352	4901093	2	0	N/A	N/A
2025-09-13 11:09:24 UTC	UFA 2025	Pools	Winners Semi-Final	1286590	214100	2	0	N/A	N/A
2025-09-13 11:09:02 UTC	UFA 2025	Pools	Losers Round 3	174929	1902433	2	0	Sagat	M. Bison
2025-09-13 11:08:21 UTC	UFA 2025	Pools	Winners Semi-Final	237340	360353	2	0	Mai	Ken
2025-09-13 11:08:06 UTC	UFA 2025	Pools	Losers Round 5	4332082	323511	2	0	N/A	N/A
2025-09-13 11:07:43 UTC	UFA 2025	Pools	Losers Round 4	693147	3006590	2	0	N/A	N/A
2025-09-13 11:07:29 UTC	UFA 2025	Pools	Losers Round 5	704675	4132494	2	0	N/A	N/A
2025-09-13 11:05:58 UTC	UFA 2025	Pools	Losers Round 4	4901093	3564308	2	1	N/A	N/A
2025-09-13 11:05:58 UTC	UFA 2025	Pools	Losers Round 3	373640	1800901	2	0	Ken	Cammy
2025-09-13 11:05:34 UTC	UFA 2025	Pools	Losers Round 3	4537119	2235200	2	0	N/A	N/A
2025-09-13 11:05:30 UTC	UFA 2025	Pools	Losers Round 3	3992153	680072	2	0	Akuma	Blanka, M. Bison
2025-09-13 11:05:29 UTC	UFA 2025	Pools	Winners Semi-Final	3285802	2441054	2	1	N/A	N/A
2025-09-13 11:04:09 UTC	UFA 2025	Pools	Winners Semi-Final	394851	512988	2	0	N/A	N/A
2025-09-13 11:04:06 UTC	UFA 2025	Pools	Winners Semi-Final	368377	240230	2	0	N/A	N/A
