playerId	playerTag	last_game_date	latest_rating	best_rating	worst_rating	diff_rating	rank	diff_rank	updated	win_rate	game_n	win_n	lose_n
224650	MenaRD	2023-08-06	1674	1674	1500	174	1	0	True	0.8823529411764706	17.0	15.0	2.0
624333	NASR|AngryBird	2023-08-06	1654	1654	1500	154	2	-1	True	0.9285714285714286	14.0	13.0	1.0
240230	Punk	2023-08-06	1635	1635	1500	135	3	-2	True	0.8461538461538461	13.0	11.0	2.0
232824	Bonchan	2023-08-06	1627	1627	1500	127	4	-3	True	0.8461538461538461	13.0	11.0	2.0
565873	Fuudo	2023-08-06	1627	1627	1500	127	4	-3	True	0.8461538461538461	13.0	11.0	2.0
395486	moke	2023-08-06	1622	1622	1500	122	6	-5	True	0.8571428571428571	14.0	12.0	2.0
405400	ZJZ	2023-08-06	1622	1622	1500	122	6	-5	True	0.8571428571428571	14.0	12.0	2.0
148527	Tokido	2023-08-06	1619	1619	1500	119	8	-7	True	0.8571428571428571	14.0	12.0	2.0
2360463	Yamaguchi	2023-08-06	1617	1617	1500	117	9	-8	True	0.8461538461538461	13.0	11.0	2.0
327935	TODAKAI	2023-08-06	1615	1615	1500	115	10	-9	True	0.8461538461538461	13.0	11.0	2.0
405023	Machabo	2023-08-06	1614	1614	1500	114	11	-10	True	0.8333333333333334	12.0	10.0	2.0
1366617	Kakeru	2023-08-06	1613	1613	1500	113	12	-11	True	0.8333333333333334	12.0	10.0	2.0
1988145	Zykles	2023-08-06	1607	1607	1500	107	13	-12	True	0.8333333333333334	12.0	10.0	2.0
266493	Dogura	2023-08-06	1606	1606	1500	106	14	-13	True	0.8461538461538461	13.0	11.0	2.0
385095	Nemo	2023-08-06	1606	1606	1500	106	14	-13	True	0.8333333333333334	12.0	10.0	2.0
214100	Oil King	2023-08-06	1606	1606	1500	106	14	-13	True	0.8333333333333334	12.0	10.0	2.0
132321	Julio	2023-08-06	1604	1604	1500	104	17	-16	True	0.8461538461538461	13.0	11.0	2.0
212351	GamerBee	2023-08-06	1604	1604	1500	104	17	-16	True	0.8181818181818182	11.0	9.0	2.0
224697	Caba	2023-08-06	1604	1604	1500	104	17	-16	True	0.8333333333333334	12.0	10.0	2.0
616064	Fujimura	2023-08-06	1604	1604	1500	104	17	-16	True	0.8333333333333334	12.0	10.0	2.0
561804	KR_Wrestlingman	2023-08-06	1603	1603	1500	103	21	-20	True	0.8461538461538461	13.0	11.0	2.0
379268	Big Bird	2023-08-06	1601	1601	1500	101	22	-21	True	0.8333333333333334	12.0	10.0	2.0
138008	HAITANI	2023-08-06	1600	1600	1500	100	23	-22	True	0.8333333333333334	12.0	10.0	2.0
3500727	Ramos	2023-08-06	1598	1598	1500	98	24	-23	True	0.8181818181818182	11.0	9.0	2.0
67022	Bass	2023-08-06	1596	1596	1500	96	25	-24	True	0.8333333333333334	12.0	10.0	2.0
131806	SR NuckleDu	2023-08-06	1595	1595	1500	95	26	-25	True	0.8333333333333334	12.0	10.0	2.0
184121	FlashMetroid	2023-08-06	1595	1595	1500	95	26	-25	True	0.8333333333333334	12.0	10.0	2.0
842619	Blaizzy	2023-08-06	1595	1595	1500	95	26	-25	True	0.8181818181818182	11.0	9.0	2.0
184798	PortaJon	2023-08-06	1594	1594	1500	94	29	-28	True	0.8181818181818182	11.0	9.0	2.0
